Drug1,Drug2,Label
Ketoconazole,Montelukast,0
Ketoconazole,Morphine,0
Ketoconazole,Mycophenolatemofetil,0
Ketoconazole,Nabiximols,0
Ketoconazole,Naloxegol,2
Ketoconazole,Naloxone,0
Ketoconazole,Naproxen,0
Ketoconazole,Nateglinide,0
Ketoconazole,Nebivolol,2
Ketoconazole,Nefazodone,0
Ketoconazole,Neratinib,0
Ketoconazole,Netupitant,2
Ketoconazole,Nicardipine,0
Ketoprofen,Labetalol,9
Ketoprofen,Leflunomide,0
Ketoprofen,Levofloxacin,34
Ketoprofen,Lobeglitazone,0
Ketoprofen,Lornoxicam,1
Ketoprofen,Losartan,0
Ketoprofen,Lovastatin,0
Ketoprofen,Loxoprofen,1
Ketoprofen,Lubiprostone,4
Ketoprofen,Lumacaftor,3
Ketoprofen,Lumiracoxib,1
Ketoprofen,Masoprocol,1
Ketoprofen,Mefenamicacid,1
Ketoprofen,Meloxicam,1
Ketoprofen,Metamizole,1
Ketoprofen,Methotrexate,2
Ketoprofen,Methylprednisolone,1
Ketoprofen,Metoprolol,9
Ketoprofen,Midostaurin,0
Ketoprofen,Mifepristone,2
Ketoprofen,Mometasone,1
Ketoprofen,Morniflumate,1
Ketoprofen,Mycophenolatemofetil,1
Ketoprofen,Mycophenolicacid,1
Ketoprofen,Nabumetone,1
Ketoprofen,Naproxen,1
Ketoprofen,Nebivolol,9
Ketoprofen,Nicardipine,0
Ltryptophan,Levodopa,14
Ltryptophan,Levomilnacipran,14
Ltryptophan,Maprotiline,14
Ltryptophan,Methadone,14
Ltryptophan,Metoclopramide,14
Ltryptophan,Minaprine,1
Ltryptophan,Mirtazapine,14
Ltryptophan,Moclobemide,1
Ltryptophan,Naratriptan,14
Ltryptophan,Nefazodone,14
Labetalol,Lamotrigine,28
Labetalol,Leflunomide,9
Labetalol,Lercanidipine,7
Labetalol,Levobupivacaine,1
Labetalol,Levodopa,17
Labetalol,Levomilnacipran,2
Labetalol,Lidocaine,2
Labetalol,Loperamide,28
Labetalol,Lorcaserin,0
Labetalol,Lornoxicam,9
Labetalol,Lorpiprazole,15
Labetalol,Losartan,7
Labetalol,Loxoprofen,9
Labetalol,Lumiracoxib,9
Labetalol,Macitentan,7
Labetalol,Malathion,13
Labetalol,Masoprocol,9
Labetalol,Mefenamicacid,9
Labetalol,Mefloquine,13
Labetalol,Meloxicam,9
Labetalol,Memantine,13
Labetalol,Mesoridazine,7
Labetalol,Metamizole,9
Labetalol,Methadone,0
Labetalol,Methamphetamine,20
Labetalol,Methazolamide,1
Labetalol,Methotrimeprazine,0
Labetalol,Methsuximide,28
Labetalol,Methyldopa,42
Labetalol,Methylergometrine,33
Labetalol,Methylphenidate,9
Labetalol,Methylphenobarbital,3
Labetalol,Metoclopramide,13
Labetalol,Metoprolol,2
Labetalol,Midodrine,13
Labetalol,Midostaurin,0
Labetalol,Minaprine,13
Labetalol,Mirabegron,0
Labetalol,Moclobemide,7
Labetalol,Molsidomine,7
Labetalol,Morphine,1
Labetalol,Mycophenolatemofetil,9
Labetalol,Mycophenolicacid,9
Labetalol,Nabilone,1
Labetalol,Nabumetone,9
Labetalol,Naproxen,9
Labetalol,Nebivolol,17
Labetalol,Nefazodone,2
Labetalol,Neostigmine,13
Labetalol,Nicardipine,0
Lamotrigine,Levobupivacaine,1
Lamotrigine,Levocetirizine,1
Lamotrigine,Levodopa,1
Lamotrigine,Levomethadylacetate,1
Lamotrigine,Levomilnacipran,1
Lamotrigine,Levonorgestrel,57
Lamotrigine,Lidocaine,1
Lamotrigine,Loratadine,1
Lamotrigine,Lorazepam,1
Lamotrigine,Lumacaftor,3
Lamotrigine,Lurasidone,1
Lamotrigine,Maprotiline,1
Lamotrigine,Meclizine,1
Lamotrigine,Medroxyprogesteroneacetate,57
Lamotrigine,Mefloquine,4
Lamotrigine,Melatonin,1
Lamotrigine,Melperone,1
Lamotrigine,Meprobamate,1
Lamotrigine,Mesoridazine,1
Lamotrigine,Mestranol,3
Lamotrigine,Methadone,1
Lamotrigine,Methotrimeprazine,5
Lamotrigine,Methoxyflurane,1
Lamotrigine,Methsuximide,1
Lamotrigine,Methylphenobarbital,3
Lamotrigine,Mianserin,4
Lamotrigine,Miconazole,15
Lamotrigine,Midazolam,1
Lamotrigine,Miltefosine,15
Lamotrigine,Mirtazapine,5
Lamotrigine,Morphine,1
Lamotrigine,Nabilone,5
Lamotrigine,Nefazodone,1
Lansoprazole,Lapatinib,0
Lansoprazole,Leflunomide,0
Lansoprazole,Lisuride,1
Lansoprazole,Lobeglitazone,0
Lansoprazole,Lorpiprazole,2
Lansoprazole,Losartan,0
Lansoprazole,Lovastatin,2
Lansoprazole,Lumacaftor,2
Lansoprazole,Methotrexate,2
Lansoprazole,Methylergometrine,1
Lansoprazole,Methylphenidate,47
Lansoprazole,Metoprolol,2
Lansoprazole,Midostaurin,0
Lansoprazole,Mifepristone,2
Lansoprazole,Mitotane,3
Lansoprazole,Moclobemide,0
Lansoprazole,Modafinil,0
Lansoprazole,Mycophenolicacid,3
Lansoprazole,Naloxegol,2
Lansoprazole,Nefazodone,0
Lansoprazole,Netupitant,2
Lansoprazole,Nicardipine,0
Lapatinib,Lenvatinib,6
Lapatinib,Levofloxacin,6
Lapatinib,Levomilnacipran,0
Lapatinib,Lidocaine,0
Lapatinib,Lisuride,1
Lapatinib,Lobeglitazone,0
Lapatinib,Loperamide,0
Lapatinib,Loratadine,0
Lapatinib,Lorpiprazole,2
Lapatinib,Losartan,0
Lapatinib,Lovastatin,2
Lapatinib,Lumacaftor,3
Lapatinib,Mefenamicacid,0
Lapatinib,Meloxicam,0
Lapatinib,Methadone,0
Lapatinib,Methylergometrine,1
Lapatinib,Mifepristone,2
Lapatinib,Mirtazapine,0
Lapatinib,Mitotane,3
Lapatinib,Moclobemide,0
Lapatinib,Modafinil,0
Lapatinib,Morphine,0
Lapatinib,Mycophenolatemofetil,0
Lapatinib,Naloxegol,2
Lapatinib,Naloxone,0
Lapatinib,Naproxen,0
Lapatinib,Nefazodone,2
Lapatinib,Netupitant,2
Lapatinib,Nicardipine,0
Leflunomide,Lesinurad,0
Leflunomide,Levofloxacin,34
Leflunomide,Lidocaine,0
Leflunomide,Lobeglitazone,0
Leflunomide,Lomustine,1
Leflunomide,Loratadine,0
Leflunomide,Lornoxicam,0
Leflunomide,Losartan,0
Leflunomide,Lovastatin,0
Leflunomide,Loxoprofen,1
Leflunomide,Lubiprostone,4
Leflunomide,Lumacaftor,3
Leflunomide,Lumiracoxib,1
Leflunomide,Masoprocol,1
Leflunomide,Mefenamicacid,0
Leflunomide,Melatonin,0
Leflunomide,Meloxicam,0
Leflunomide,Mercaptopurine,1
Leflunomide,Mestranol,0
Leflunomide,Metamizole,1
Leflunomide,Methadone,0
Leflunomide,Methotrexate,1
Leflunomide,Methoxyflurane,0
Leflunomide,Methylprednisolone,1
Leflunomide,Metoprolol,9
Leflunomide,Metronidazole,0
Leflunomide,Mexiletine,0
Leflunomide,Midostaurin,0
Leflunomide,Mifepristone,2
Leflunomide,Mirtazapine,0
Leflunomide,Mitoxantrone,1
Leflunomide,Moclobemide,0
Leflunomide,Mometasone,1
Leflunomide,Montelukast,0
Leflunomide,Morniflumate,1
Leflunomide,Mycophenolatemofetil,1
Leflunomide,Mycophenolicacid,1
Leflunomide,Nabiximols,0
Leflunomide,Nabumetone,1
Leflunomide,Naproxen,0
Leflunomide,Nateglinide,0
Leflunomide,Nebivolol,9
Leflunomide,Nelarabine,1
Leflunomide,Netupitant,0
Leflunomide,Nicardipine,0
Lenvatinib,Levofloxacin,6
Lenvatinib,Lorpiprazole,2
Lenvatinib,Lovastatin,0
Lenvatinib,Lumacaftor,3
Lenvatinib,Maprotiline,6
Lenvatinib,Mefloquine,6
Lenvatinib,Methadone,6
Lenvatinib,Methotrimeprazine,6
Lenvatinib,Metoclopramide,6
Lenvatinib,Metronidazole,6
Lenvatinib,Mirabegron,6
Lenvatinib,Mirtazapine,6
Lenvatinib,Mitotane,3
Lenvatinib,Nefazodone,0
Lenvatinib,Netupitant,2
Lenvatinib,Nicardipine,6
Lercanidipine,Levobupivacaine,1
Lercanidipine,Levodopa,17
Lercanidipine,Lisuride,1
Lercanidipine,Lorpiprazole,2
Lercanidipine,Losartan,7
Lercanidipine,Lovastatin,2
Lercanidipine,Lumacaftor,8
Lercanidipine,Macitentan,7
Lercanidipine,Methazolamide,1
Lercanidipine,Methyldopa,7
Lercanidipine,Methylergometrine,1
Lercanidipine,Methylphenidate,9
Lercanidipine,Methylphenobarbital,8
Lercanidipine,Metoprolol,3
Lercanidipine,Miconazole,15
Lercanidipine,Mifepristone,2
Lercanidipine,Miltefosine,15
Lercanidipine,Minaprine,7
Lercanidipine,Mitotane,3
Lercanidipine,Moclobemide,7
Lercanidipine,Molsidomine,7
Lercanidipine,Morphine,1
Lercanidipine,Nabilone,1
Lercanidipine,Nebivolol,7
Lercanidipine,Nefazodone,2
Lercanidipine,Netupitant,2
Lercanidipine,Nicardipine,7
Lesinurad,Lobeglitazone,0
Lesinurad,Losartan,0
Lesinurad,Lovastatin,0
Lesinurad,Lumacaftor,3
Lesinurad,Midostaurin,0
Lesinurad,Mifepristone,2
Lesinurad,Nicardipine,0
Letrozole,Lorpiprazole,2
Letrozole,Lovastatin,0
Letrozole,Lumacaftor,8
Letrozole,Methadone,2
Letrozole,Mifepristone,2
Letrozole,Mitotane,3
Letrozole,Nefazodone,0
Letrozole,Netupitant,2
Levobupivacaine,Levocetirizine,1
Levobupivacaine,Levodopa,17
Levobupivacaine,Levomethadylacetate,1
Levobupivacaine,Levomilnacipran,1
Levobupivacaine,Lidocaine,0
Levobupivacaine,Lobeglitazone,0
Levobupivacaine,Loratadine,1
Levobupivacaine,Lorazepam,1
Levobupivacaine,Lorpiprazole,2
Levobupivacaine,Losartan,1
Levobupivacaine,Lovastatin,0
Levobupivacaine,Lumacaftor,8
Levobupivacaine,Lurasidone,1
Levobupivacaine,Maprotiline,1
Levobupivacaine,Meclizine,1
Levobupivacaine,Melatonin,1
Levobupivacaine,Melperone,1
Levobupivacaine,Meprobamate,1
Levobupivacaine,Mesoridazine,1
Levobupivacaine,Methadone,1
Levobupivacaine,Methazolamide,1
Levobupivacaine,Methotrimeprazine,5
Levobupivacaine,Methoxyflurane,1
Levobupivacaine,Methsuximide,1
Levobupivacaine,Methyldopa,1
Levobupivacaine,Methylphenobarbital,1
Levobupivacaine,Metoprolol,1
Levobupivacaine,Mexiletine,0
Levobupivacaine,Midazolam,1
Levobupivacaine,Midostaurin,0
Levobupivacaine,Mifepristone,2
Levobupivacaine,Mirtazapine,5
Levobupivacaine,Mitotane,3
Levobupivacaine,Morphine,1
Levobupivacaine,Nabilone,5
Levobupivacaine,Nebivolol,1
Levobupivacaine,Nefazodone,2
Levobupivacaine,Netupitant,2
Levobupivacaine,Nicardipine,1
Levocetirizine,Levodopa,1
Levocetirizine,Levomethadylacetate,1
Levocetirizine,Levomilnacipran,1
Levocetirizine,Lidocaine,1
Levocetirizine,Loratadine,1
Levocetirizine,Lorazepam,1
Levocetirizine,Lorpiprazole,2
Levocetirizine,Lovastatin,0
Levocetirizine,Lumacaftor,8
Levocetirizine,Lurasidone,1
Levocetirizine,Maprotiline,1
Levocetirizine,Meclizine,1
Levocetirizine,Melatonin,1
Levocetirizine,Melperone,1
Levocetirizine,Meprobamate,1
Levocetirizine,Mesoridazine,1
Levocetirizine,Methadone,1
Levocetirizine,Methamphetamine,21
Levocetirizine,Methotrimeprazine,5
Levocetirizine,Methoxyflurane,1
Levocetirizine,Methsuximide,1
Levocetirizine,Methylphenobarbital,1
Levocetirizine,Midazolam,1
Levocetirizine,Mifepristone,2
Levocetirizine,Mirtazapine,5
Levocetirizine,Mitotane,3
Levocetirizine,Morphine,1
Levocetirizine,Nabilone,5
Levocetirizine,Nefazodone,0
Levocetirizine,Netupitant,2
Levodopa,Levomethadylacetate,1
Levodopa,Levomilnacipran,1
Levodopa,Lidocaine,1
Levodopa,Loratadine,1
Levodopa,Lorazepam,1
Levodopa,Lorcaserin,0
Levodopa,Losartan,17
Levodopa,Lurasidone,4
Levodopa,Maprotiline,1
Levodopa,Meclizine,1
Levodopa,Melatonin,1
Levodopa,Melperone,4
Levodopa,Meprobamate,1
Levodopa,Mesoridazine,4
Levodopa,Methadone,0
Levodopa,Methazolamide,17
Levodopa,Methionine,4
Levodopa,Methotrimeprazine,5
Levodopa,Methoxyflurane,1
Levodopa,Methsuximide,1
Levodopa,Methyldopa,17
Levodopa,Methylphenidate,1
Levodopa,Methylphenobarbital,7
Levodopa,Metoclopramide,4
Levodopa,Metoprolol,17
Levodopa,Midazolam,1
Levodopa,Midostaurin,0
Levodopa,Minaprine,1
Levodopa,Mirabegron,0
Levodopa,Mirtazapine,5
Levodopa,Moclobemide,1
Levodopa,Morphine,17
Levodopa,Nabilone,17
Levodopa,Nebivolol,17
Levodopa,Nefazodone,1
Levodopa,Nicardipine,17
Levofloxacin,Lisuride,1
Levofloxacin,Lornoxicam,34
Levofloxacin,Lovastatin,2
Levofloxacin,Loxoprofen,34
Levofloxacin,Lumacaftor,3
Levofloxacin,Lumiracoxib,34
Levofloxacin,Macimorelin,6
Levofloxacin,Maprotiline,6
Levofloxacin,Masoprocol,34
Levofloxacin,Mefenamicacid,34
Levofloxacin,Mefloquine,6
Levofloxacin,Meloxicam,34
Levofloxacin,Metamizole,34
Levofloxacin,Methadone,6
Levofloxacin,Methotrimeprazine,6
Levofloxacin,Methylergometrine,1
Levofloxacin,Methylprednisolone,1
Levofloxacin,Metoclopramide,6
Levofloxacin,Metronidazole,6
Levofloxacin,Mifepristone,6
Levofloxacin,Miglitol,10
Levofloxacin,Mirabegron,6
Levofloxacin,Mirtazapine,6
Levofloxacin,Mometasone,1
Levofloxacin,Mycophenolatemofetil,34
Levofloxacin,Mycophenolicacid,3
Levofloxacin,Nabumetone,34
Levofloxacin,Naloxegol,2
Levofloxacin,Naproxen,34
Levofloxacin,Nateglinide,10
Levofloxacin,Nicardipine,6
Levomethadylacetate,Levomilnacipran,14
Levomethadylacetate,Lidocaine,1
Levomethadylacetate,Loratadine,1
Levomethadylacetate,Lorazepam,1
Levomethadylacetate,Lorpiprazole,2
Levomethadylacetate,Lovastatin,0
Levomethadylacetate,Lumacaftor,8
Levomethadylacetate,Lurasidone,1
Levomethadylacetate,Macimorelin,6
Levomethadylacetate,Maprotiline,1
Levomethadylacetate,Meclizine,1
Levomethadylacetate,Melatonin,1
Levomethadylacetate,Melperone,1
Levomethadylacetate,Meprobamate,1
Levomethadylacetate,Mersalyl,1
Levomethadylacetate,Mesoridazine,1
Levomethadylacetate,Methadone,1
Levomethadylacetate,Methamphetamine,46
Levomethadylacetate,Methazolamide,1
Levomethadylacetate,Methotrimeprazine,5
Levomethadylacetate,Methoxyflurane,1
Levomethadylacetate,Methsuximide,1
Levomethadylacetate,Methylphenobarbital,1
Levomethadylacetate,Midazolam,1
Levomethadylacetate,Mifepristone,2
Levomethadylacetate,Minaprine,1
Levomethadylacetate,Mirtazapine,5
Levomethadylacetate,Mitotane,3
Levomethadylacetate,Moclobemide,1
Levomethadylacetate,Morphine,1
Levomethadylacetate,Nabilone,5
Levomethadylacetate,Naltrexone,4
Levomethadylacetate,Nefazodone,0
Levomethadylacetate,Netupitant,2
Levomilnacipran,Levothyroxine,4
Levomilnacipran,Lidocaine,1
Levomilnacipran,Liotrix,4
Levomilnacipran,Lobeglitazone,0
Levomilnacipran,Loratadine,1
Levomilnacipran,Lorazepam,1
Levomilnacipran,Lorcaserin,1
Levomilnacipran,Lorpiprazole,2
Levomilnacipran,Losartan,0
Levomilnacipran,Lovastatin,0
Levomilnacipran,Lumacaftor,2
Levomilnacipran,Lumiracoxib,37
Levomilnacipran,Lurasidone,1
Levomilnacipran,Maprotiline,1
Levomilnacipran,Meclizine,1
Levomilnacipran,Melatonin,1
Levomilnacipran,Melperone,1
Levomilnacipran,Meprobamate,1
Levomilnacipran,Mesoridazine,1
Levomilnacipran,Methadone,0
Levomilnacipran,Methamphetamine,9
Levomilnacipran,Methotrimeprazine,0
Levomilnacipran,Methoxyflurane,1
Levomilnacipran,Methsuximide,1
Levomilnacipran,Methyldopa,22
Levomilnacipran,Methylphenobarbital,1
Levomilnacipran,Metoclopramide,1
Levomilnacipran,Metoprolol,0
Levomilnacipran,Mexiletine,0
Levomilnacipran,Midazolam,1
Levomilnacipran,Midodrine,22
Levomilnacipran,Midostaurin,0
Levomilnacipran,Mifepristone,2
Levomilnacipran,Miglitol,10
Levomilnacipran,Minaprine,14
Levomilnacipran,Mirabegron,22
Levomilnacipran,Mirtazapine,1
Levomilnacipran,Mitotane,3
Levomilnacipran,Moclobemide,1
Levomilnacipran,Modafinil,0
Levomilnacipran,Morphine,14
Levomilnacipran,Nabilone,1
Levomilnacipran,Nabumetone,37
Levomilnacipran,Naratriptan,1
Levomilnacipran,Nateglinide,10
Levomilnacipran,Nebivolol,22
Levomilnacipran,Nefazodone,2
Levomilnacipran,Netupitant,2
Levomilnacipran,Nicardipine,0
Levonorgestrel,Linagliptin,4
Levonorgestrel,Lorpiprazole,2
Levonorgestrel,Lovastatin,0
Levonorgestrel,Lumacaftor,3
Levonorgestrel,Methylphenobarbital,4
Levonorgestrel,Mifepristone,2
Levonorgestrel,Miglitol,4
Levonorgestrel,Mitiglinide,4
Levonorgestrel,Mitotane,3
Levonorgestrel,Mycophenolicacid,3
Levonorgestrel,Nateglinide,4
Levonorgestrel,Nefazodone,0
Levonorgestrel,Netupitant,2
Levosalbutamol,Lisuride,1
Levosalbutamol,Lorpiprazole,15
Levosalbutamol,Lovastatin,2
Levosalbutamol,Methylergometrine,1
Levosalbutamol,Metoprolol,2
Levosalbutamol,Minaprine,1
Levosalbutamol,Mirtazapine,1
Levosalbutamol,Moclobemide,1
Levosalbutamol,Nebivolol,29
Levothyroxine,Linagliptin,3
Levothyroxine,Lorpiprazole,2
Levothyroxine,Lovastatin,0
Levothyroxine,Lumacaftor,8
Levothyroxine,Mestranol,4
Levothyroxine,Mifepristone,2
Levothyroxine,Mirtazapine,26
Levothyroxine,Mitotane,3
Levothyroxine,Nefazodone,0
Levothyroxine,Netupitant,2
Lidocaine,Lisuride,1
Lidocaine,Lobeglitazone,0
Lidocaine,Lomefloxacin,0
Lidocaine,Loratadine,1
Lidocaine,Lorazepam,1
Lidocaine,Lorcaserin,0
Lidocaine,Lorpiprazole,2
Lidocaine,Losartan,0
Lidocaine,Lovastatin,2
Lidocaine,Lumacaftor,2
Lidocaine,Lumiracoxib,0
Lidocaine,Lurasidone,1
Lidocaine,Malathion,0
Lidocaine,Maprotiline,0
Lidocaine,Meclizine,1
Lidocaine,Melatonin,0
Lidocaine,Melperone,1
Lidocaine,Menadione,0
Lidocaine,Meprobamate,1
Lidocaine,Mesoridazine,1
Lidocaine,Methadone,0
Lidocaine,Methotrimeprazine,5
Lidocaine,Methoxyflurane,0
Lidocaine,Methsuximide,1
Lidocaine,Methylergometrine,1
Lidocaine,Methylphenobarbital,1
Lidocaine,Metoprolol,2
Lidocaine,Mexiletine,0
Lidocaine,Mianserin,0
Lidocaine,Midazolam,1
Lidocaine,Midostaurin,0
Lidocaine,Mifepristone,2
Lidocaine,Mirabegron,0
Lidocaine,Mirtazapine,5
Lidocaine,Mitotane,3
Lidocaine,Morphine,1
Lidocaine,Nabilone,5
Lidocaine,Nabumetone,0
Lidocaine,Naloxegol,2
Lidocaine,Naproxen,0
Lidocaine,Nebivolol,2
Lidocaine,Nefazodone,0
Lidocaine,Netupitant,2
Lidocaine,Nicardipine,0
Linagliptin,Liotrix,3
Linagliptin,Lipoicacid,10
Linagliptin,Lisuride,1
Linagliptin,Lovastatin,2
Linagliptin,Lumacaftor,3
Linagliptin,Lurasidone,4
Linagliptin,Medroxyprogesteroneacetate,4
Linagliptin,Mestranol,3
Linagliptin,Methotrimeprazine,4
Linagliptin,Methylergometrine,1
Linagliptin,Methylprednisolone,4
Linagliptin,Midazolam,2
Linagliptin,Mifepristone,3
Linagliptin,Mirtazapine,2
Linagliptin,Mitotane,3
Linagliptin,Mitoxantrone,3
Linagliptin,Nateglinide,10
Linagliptin,Nefazodone,2
Linagliptin,Niacin,4
Liotrix,Mestranol,4
Liotrix,Mirtazapine,26
Liotrix,Nefazodone,4
Lipoicacid,Miglitol,10
Lipoicacid,Mitiglinide,10
Lipoicacid,Nateglinide,10
Lisuride,Lomitapide,1
Lisuride,Lomustine,1
Lisuride,Loratadine,1
Lisuride,Lorcaserin,0
Lisuride,Lorpiprazole,2
Lisuride,Losartan,1
Lisuride,Lovastatin,1
Lisuride,Lumacaftor,8
Lisuride,Lurasidone,1
Lisuride,Mefloquine,1
Lisuride,Mequitazine,1
Lisuride,Methadone,1
Lisuride,Methazolamide,1
Lisuride,Methimazole,1
Lisuride,Methotrimeprazine,0
Lisuride,Methylergometrine,1
Lisuride,Methylprednisolone,1
Lisuride,Metoprolol,0
Lisuride,Metronidazole,1
Lisuride,Metyrapone,1
Lisuride,Miconazole,1
Lisuride,Midazolam,1
Lisuride,Midodrine,32
Lisuride,Midostaurin,0
Lisuride,Mifepristone,2
Lisuride,Minaprine,0
Lisuride,Mirabegron,0
Lisuride,Mirtazapine,1
Lisuride,Mitotane,3
Lisuride,Mitoxantrone,1
Lisuride,Moclobemide,0
Lisuride,Modafinil,1
Lisuride,Nefazodone,0
Lisuride,Netupitant,2
Lisuride,Nicardipine,1
Lobeglitazone,Lomefloxacin,0
Lobeglitazone,Loratadine,0
Lobeglitazone,Lorcaserin,0
Lobeglitazone,Lornoxicam,0
Lobeglitazone,Losartan,0
Lobeglitazone,Lumiracoxib,0
Lobeglitazone,Macitentan,0
Lobeglitazone,Malathion,0
Lobeglitazone,Maprotiline,0
Lobeglitazone,Mefenamicacid,0
Lobeglitazone,Melatonin,0
Lobeglitazone,Meloxicam,0
Lobeglitazone,Menadione,0
Lobeglitazone,Meprobamate,0
Lobeglitazone,Mestranol,0
Lobeglitazone,Methadone,0
Lobeglitazone,Methoxyflurane,0
Lobeglitazone,Methsuximide,0
Lobeglitazone,Methylphenobarbital,0
Lobeglitazone,Metoprolol,0
Lobeglitazone,Metronidazole,0
Lobeglitazone,Mexiletine,0
Lobeglitazone,Mianserin,0
Lobeglitazone,Mirtazapine,0
Lobeglitazone,Moclobemide,0
Lobeglitazone,Montelukast,0
Lobeglitazone,Nabiximols,0
Lobeglitazone,Nabumetone,0
Lobeglitazone,Naproxen,0
Lobeglitazone,Nateglinide,0
Lobeglitazone,Netupitant,0
Lomefloxacin,Mexiletine,0
Lomefloxacin,Midostaurin,0
Lomitapide,Lorpiprazole,2
Lomitapide,Lovastatin,2
Lomitapide,Lumacaftor,8
Lomitapide,Methylergometrine,1
Lomitapide,Mifepristone,2
Lomitapide,Mitotane,3
Lomitapide,Naloxegol,2
Lomitapide,Nefazodone,2
Lomitapide,Netupitant,2
Lomustine,Lorcaserin,0
Lomustine,Lovastatin,2
Lomustine,Metamizole,43
Lomustine,Methadone,0
Lomustine,Methotrimeprazine,0
Lomustine,Methylergometrine,1
Lomustine,Metoprolol,2
Lomustine,Midostaurin,0
Lomustine,Mirabegron,0
Lomustine,Nicardipine,0
Loperamide,Lorcaserin,0
Loperamide,Lorpiprazole,2
Loperamide,Losartan,0
Loperamide,Lovastatin,0
Loperamide,Lumacaftor,2
Loperamide,Methadone,0
Loperamide,Methotrimeprazine,0
Loperamide,Methylphenobarbital,8
Loperamide,Metoprolol,0
Loperamide,Miconazole,15
Loperamide,Midostaurin,0
Loperamide,Mifepristone,2
Loperamide,Miltefosine,15
Loperamide,Mirabegron,0
Loperamide,Mitotane,3
Loperamide,Naloxegol,2
Loperamide,Nefazodone,0
Loperamide,Netupitant,2
Loperamide,Nicardipine,0
Loratadine,Lorazepam,1
Loratadine,Lorcaserin,0
Loratadine,Lorpiprazole,2
Loratadine,Losartan,0
Loratadine,Lovastatin,2
Loratadine,Lumacaftor,2
Loratadine,Lurasidone,1
Loratadine,Maprotiline,1
Loratadine,Meclizine,1
Loratadine,Melatonin,1
Loratadine,Melperone,1
Loratadine,Meprobamate,1
Loratadine,Mesoridazine,1
Loratadine,Methadone,0
Loratadine,Methamphetamine,21
Loratadine,Methotrimeprazine,5
Loratadine,Methoxyflurane,1
Loratadine,Methsuximide,1
Loratadine,Methylergometrine,1
Loratadine,Methylphenobarbital,1
Loratadine,Metoprolol,2
Loratadine,Midazolam,1
Loratadine,Midostaurin,0
Loratadine,Mifepristone,2
Loratadine,Mirabegron,0
Loratadine,Mirtazapine,5
Loratadine,Mitotane,3
Loratadine,Morphine,1
Loratadine,Nabilone,5
Loratadine,Naloxegol,2
Loratadine,Nefazodone,0
Loratadine,Netupitant,2
Loratadine,Nicardipine,0
Lorazepam,Lorpiprazole,2
Lorazepam,Lurasidone,1
Lorazepam,Maprotiline,1
Lorazepam,Meclizine,1
Lorazepam,Mefloquine,4
Lorazepam,Melatonin,1
Lorazepam,Melperone,1
Lorazepam,Meprobamate,1
Lorazepam,Mesoridazine,1
Lorazepam,Methadone,5
Lorazepam,Methotrimeprazine,5
Lorazepam,Methoxyflurane,1
Lorazepam,Methsuximide,1
Lorazepam,Methylphenobarbital,1
Lorazepam,Mianserin,4
Lorazepam,Midazolam,1
Lorazepam,Mirtazapine,5
Lorazepam,Morphine,1
Lorazepam,Nabilone,5
Lorazepam,Nefazodone,1
Lorcaserin,Lorpiprazole,2
Lorcaserin,Lovastatin,0
Lorcaserin,Lumacaftor,3
Lorcaserin,Lurasidone,1
Lorcaserin,Maprotiline,1
Lorcaserin,Melperone,1
Lorcaserin,Mequitazine,0
Lorcaserin,Mesoridazine,0
Lorcaserin,Methadone,1
Lorcaserin,Methamphetamine,0
Lorcaserin,Methotrimeprazine,0
Lorcaserin,Methoxyflurane,0
Lorcaserin,Methylergometrine,1
Lorcaserin,Methylphenidate,0
Lorcaserin,Methyprylon,0
Lorcaserin,Metoclopramide,1
Lorcaserin,Metoprolol,2
Lorcaserin,Mexiletine,0
Lorcaserin,Mianserin,0
Lorcaserin,Midostaurin,0
Lorcaserin,Mifepristone,2
Lorcaserin,Minaprine,0
Lorcaserin,Mirabegron,0
Lorcaserin,Mirtazapine,1
Lorcaserin,Mitotane,3
Lorcaserin,Moclobemide,1
Lorcaserin,Modafinil,0
Lorcaserin,Morphine,0
Lorcaserin,Naratriptan,1
Lorcaserin,Nateglinide,0
Lorcaserin,Nebivolol,2
Lorcaserin,Nefazodone,0
Lorcaserin,Netupitant,2
Lorcaserin,Nicardipine,0
Lornoxicam,Losartan,0
Lornoxicam,Lovastatin,0
Lornoxicam,Loxoprofen,1
Lornoxicam,Lubiprostone,4
Lornoxicam,Lumacaftor,3
Lornoxicam,Lumiracoxib,1
Lornoxicam,Masoprocol,1
Lornoxicam,Mefenamicacid,1
Lornoxicam,Meloxicam,1
Lornoxicam,Metamizole,1
Lornoxicam,Methotrexate,2
Lornoxicam,Methylprednisolone,1
Lornoxicam,Metoprolol,9
Lornoxicam,Midostaurin,0
Lornoxicam,Mifepristone,2
Lornoxicam,Mometasone,1
Lornoxicam,Morniflumate,1
Lornoxicam,Mycophenolatemofetil,1
Lornoxicam,Mycophenolicacid,1
Lornoxicam,Nabumetone,1
Lornoxicam,Naproxen,1
Lornoxicam,Nebivolol,9
Lornoxicam,Nicardipine,0
Lorpiprazole,Losartan,2
Lorpiprazole,Lovastatin,2
Lorpiprazole,Lumacaftor,8
Lorpiprazole,Lurasidone,2
Lorpiprazole,Macimorelin,2
Lorpiprazole,Macitentan,2
Lorpiprazole,Maraviroc,2
Lorpiprazole,Mebendazole,2
Lorpiprazole,Medroxyprogesteroneacetate,2
Lorpiprazole,Mefloquine,2
